PROT.1109.6095431.0001i_00209	PROT.1109.6095431.0001i_00209 153 NA 	 hypothetical protein 	 NA 	 NA 	 NA	
PROT.1109.6095431.0001i_02410	PROT.1109.6095431.0001i_02410 360 NA 	 helix-turn-helix transcriptional regulator 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068579108.1 	 NA	
PROT.1109.6095431.0001i_02411	PROT.1109.6095431.0001i_02411 1176 NA 	 hypothetical protein 	 NA 	 NA 	 NA	
PROT.1109.6095431.0001i_02412	PROT.1109.6095431.0001i_02412 429 NA 	 hypothetical protein 	 NA 	 NA 	 NA	
PROT.1109.6095431.0001i_02413	PROT.1109.6095431.0001i_02413 492 NA 	 hypothetical protein 	 NA 	 NA 	 NA	
PROT.1109.6095431.0001i_02414	PROT.1109.6095431.0001i_02414 789 NA 	 hypothetical protein 	 NA 	 NA 	 NA	
PROT.1109.6095431.0001i_02415	PROT.1109.6095431.0001i_02415 1473 NA 	 aldehyde dehydrogenase family protein 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_083236053.1 	 NA	
PROT.1109.6095431.0001i_02416	PROT.1109.6095431.0001i_02416 1029 NA 	 IS30-like element ISPsp8 family transposase 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_058182715.1 	 NA	
PROT.1109.6095431.0001i_02417	PROT.1109.6095431.0001i_02417 1809 NA 	 sigma 54-interacting transcriptional regulator 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_164823649.1 	 NA	
PROT.1109.6095431.0001i_02418	PROT.1109.6095431.0001i_02418 1029 NA 	 IS30-like element ISPsp8 family transposase 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_058182715.1 	 NA	
PROT.1109.6095431.0001i_02419	PROT.1109.6095431.0001i_02419 546 NA 	 AraC family transcriptional regulator 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068595917.1 	 NA	
PROT.1109.6095431.0001i_02420	PROT.1109.6095431.0001i_02420 234 NA 	 MBL fold metallo-hydrolase 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068579876.1 	 NA	
PROT.1109.6095431.0001i_02421	PROT.1109.6095431.0001i_02421 888 NA 	 helix-turn-helix domain-containing protein 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068595936.1 	 NA	
PROT.1109.6095431.0001i_02422	PROT.1109.6095431.0001i_02422 861 NA 	 NAD(P)H-binding protein 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_164823651.1 	 NA	
PROT.1109.6095431.0001i_02423	PROT.1109.6095431.0001i_02423 2157 NA 	 TonB-dependent receptor 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068595939.1 	 NA	
PROT.1109.6095431.0001i_02424	PROT.1109.6095431.0001i_02424 1506 NA 	 PepSY domain-containing protein 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_084819846.1 	 NA	
PROT.1109.6095431.0001i_02425	PROT.1109.6095431.0001i_02425 1245 NA 	 aldehyde dehydrogenase family protein 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_176720660.1 	 NA	
PROT.1109.6095431.0001i_02426	PROT.1109.6095431.0001i_02426 516 NA 	 IS30-like element ISPsp8 family transposase 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_058182715.1 	 NA	
PROT.1109.6095431.0001i_02427	PROT.1109.6095431.0001i_02427 546 NA 	 IS30-like element ISPsp8 family transposase 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_058182715.1 	 NA	
PROT.1109.6095431.0001i_02428	PROT.1109.6095431.0001i_02428 1440 NA 	 APC family permease 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068595882.1 	 NA	
PROT.1109.6095431.0001i_02429	PROT.1109.6095431.0001i_02429 1029 NA 	 IS30-like element ISPsp8 family transposase 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_058182715.1 	 NA	
PROT.1109.6095431.0001i_02430	PROT.1109.6095431.0001i_02430 93 NA 	 hypothetical protein 	 NA 	 NA 	 NA	
PROT.1109.6095431.0001i_02431	PROT.1109.6095431.0001i_02431 957 feaR_1 	 transcriptional regulator FeaR 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_083235643.1 	 NA	
PROT.1109.6095431.0001i_02432	PROT.1109.6095431.0001i_02432 1302 NA 	 FAD-binding oxidoreductase 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068578942.1 	 NA	
PROT.1109.6095431.0001i_02433	PROT.1109.6095431.0001i_02433 393 NA 	 nuclear transport factor 2 family protein 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068578944.1 	 NA	
PROT.1109.6095431.0001i_02434	PROT.1109.6095431.0001i_02434 1224 NA 	 multidrug effflux MFS transporter 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068578946.1 	 NA	
PROT.1109.6095431.0001i_02435	PROT.1109.6095431.0001i_02435 1326 NA 	 ammonium transporter 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068578947.1 	 NA	
PROT.1109.6095431.0001i_02436	PROT.1109.6095431.0001i_02436 186 NA 	 hypothetical protein 	 NA 	 NA 	 NA	
PROT.1109.6095431.0001i_02437	PROT.1109.6095431.0001i_02437 789 NA 	 IclR family transcriptional regulator 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068578948.1 	 NA	
PROT.1109.6095431.0001i_02438	PROT.1109.6095431.0001i_02438 603 NA 	 sarcosine oxidase 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068578950.1 	 NA	
PROT.1109.6095431.0001i_02439	PROT.1109.6095431.0001i_02439 2898 NA 	 (2Fe-2S)-binding protein 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068578952.1 	 NA	
PROT.1109.6095431.0001i_02440	PROT.1109.6095431.0001i_02440 303 NA 	 sarcosine oxidase subunit delta 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068578953.1 	 NA	
PROT.1109.6095431.0001i_02441	PROT.1109.6095431.0001i_02441 1242 NA 	 FAD-dependent oxidoreductase 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068578955.1 	 NA	
PROT.1109.6095431.0001i_02442	PROT.1109.6095431.0001i_02442 903 folD_1 	 bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD protein 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068578957.1 	 NA	
PROT.1109.6095431.0001i_02443	PROT.1109.6095431.0001i_02443 867 purU_1 	 formyltetrahydrofolate deformylase 	 3.5.1.10 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068578958.1 	 NA	
PROT.1109.6095431.0001i_02444	PROT.1109.6095431.0001i_02444 606 NA 	 helix-turn-helix domain-containing protein 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068578960.1 	 NA	
PROT.1109.6095431.0001i_02445	PROT.1109.6095431.0001i_02445 1335 glnT 	 type III glutamate--ammonia ligase 	 6.3.1.2 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068578961.1 	 NA	
PROT.1109.6095431.0001i_02446	PROT.1109.6095431.0001i_02446 906 NA 	 glutamine amidotransferase family protein 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068578963.1 	 NA	
PROT.1109.6095431.0001i_02447	PROT.1109.6095431.0001i_02447 684 NA 	 protein glxC 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068578964.1 	 NA	
PROT.1109.6095431.0001i_02448	PROT.1109.6095431.0001i_02448 1323 NA 	 FMN-binding glutamate synthase family protein 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068578966.1 	 NA	
PROT.1109.6095431.0001i_02449	PROT.1109.6095431.0001i_02449 855 purU_2 	 formyltetrahydrofolate deformylase 	 3.5.1.10 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068578968.1 	 NA	
PROT.1109.6095431.0001i_02450	PROT.1109.6095431.0001i_02450 1131 NA 	 aminomethyl transferase family protein 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068578970.1 	 NA	
PROT.1109.6095431.0001i_02451	PROT.1109.6095431.0001i_02451 1017 NA 	 hypothetical protein 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068578973.1 	 NA	
PROT.1109.6095431.0001i_02452	PROT.1109.6095431.0001i_02452 939 NA 	 oxidoreductase 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068578975.1 	 NA	
PROT.1109.6095431.0001i_02453	PROT.1109.6095431.0001i_02453 549 NA 	 hypothetical protein 	 NA 	 NA 	 NA	
PROT.1109.6095431.0001i_02454	PROT.1109.6095431.0001i_02454 990 NA 	 sensor histidine kinase 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068578977.1 	 NA	
PROT.1109.6095431.0001i_02455	PROT.1109.6095431.0001i_02455 621 NA 	 response regulator 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068578979.1 	 NA	
PROT.1109.6095431.0001i_02456	PROT.1109.6095431.0001i_02456 756 NA 	 PAS domain-containing protein 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_164823657.1 	 NA	
PROT.1109.6095431.0001i_02457	PROT.1109.6095431.0001i_02457 819 NA 	 hypothetical protein 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068578983.1 	 NA	
PROT.1109.6095431.0001i_02458	PROT.1109.6095431.0001i_02458 1017 NA 	 MsnO8 family LLM class oxidoreductase 	 1.-.-.- 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068578985.1 	 NA	
PROT.1109.6095431.0001i_02459	PROT.1109.6095431.0001i_02459 1170 NA 	 flavin-dependent monooxygenase 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068578986.1 	 NA	
PROT.1109.6095431.0001i_02460	PROT.1109.6095431.0001i_02460 942 NA 	 flavin reductase 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068578989.1 	 NA	
PROT.1109.6095431.0001i_02461	PROT.1109.6095431.0001i_02461 423 hpaR_1 	 homoprotocatechuate degradation operon regulator HpaR 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068578992.1 	 NA	
PROT.1109.6095431.0001i_02462	PROT.1109.6095431.0001i_02462 1461 NA 	 NAD-dependent succinate-semialdehyde dehydrogenase 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068578994.1 	 NA	
PROT.1109.6095431.0001i_02465	PROT.1109.6095431.0001i_02465 1305 NA 	 MFS transporter 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068579001.1 	 NA	
PROT.1109.6095431.0001i_02470	PROT.1109.6095431.0001i_02470 660 NA 	 fumarylacetoacetate hydrolase family protein 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068579011.1 	 NA	
PROT.1109.6095431.0001i_02471	PROT.1109.6095431.0001i_02471 906 hpaA_1 	 4-hydroxyphenylacetate catabolism regulatory protein HpaA 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068579013.1 	 NA	
PROT.1109.6095431.0001i_02472	PROT.1109.6095431.0001i_02472 423 hpaR_2 	 homoprotocatechuate degradation operon regulator HpaR 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068579015.1 	 NA	
PROT.1109.6095431.0001i_02473	PROT.1109.6095431.0001i_02473 1488 NA 	 aldehyde dehydrogenase family protein 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068579016.1 	 NA	
PROT.1109.6095431.0001i_02474	PROT.1109.6095431.0001i_02474 150 NA 	 hypothetical protein 	 NA 	 NA 	 NA	
PROT.1109.6095431.0001i_02475	PROT.1109.6095431.0001i_02475 141 NA 	 transposase 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_083235640.1 	 NA	
PROT.1109.6095431.0001i_02476	PROT.1109.6095431.0001i_02476 333 NA 	 IS66 family insertion sequence hypothetical protein 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068579018.1 	 NA	
PROT.1109.6095431.0001i_02477	PROT.1109.6095431.0001i_02477 336 tnpB 	 IS66 family insertion sequence element accessory protein TnpB 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068579020.1 	 NA	
PROT.1109.6095431.0001i_02478	PROT.1109.6095431.0001i_02478 1527 NA 	 IS66 family transposase 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068579022.1 	 NA	
PROT.1109.6095431.0001i_02479	PROT.1109.6095431.0001i_02479 447 NA 	 GNAT family N-acetyltransferase 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068579025.1 	 NA	
PROT.1109.6095431.0001i_02480	PROT.1109.6095431.0001i_02480 2178 NA 	 methyl-accepting chemotaxis protein 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068579027.1 	 NA	
PROT.1109.6095431.0001i_02481	PROT.1109.6095431.0001i_02481 1434 NA 	 APC family permease 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068579029.1 	 NA	
PROT.1109.6095431.0001i_02482	PROT.1109.6095431.0001i_02482 147 NA 	 hypothetical protein 	 NA 	 NA 	 NA	
PROT.1109.6095431.0001i_02483	PROT.1109.6095431.0001i_02483 1158 NA 	 OprD family porin 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068580956.1 	 NA	
PROT.1109.6095431.0001i_02484	PROT.1109.6095431.0001i_02484 930 NA 	 dihydrodipicolinate synthase family protein 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068580953.1 	 NA	
PROT.1109.6095431.0001i_02485	PROT.1109.6095431.0001i_02485 1392 NA 	 MFS transporter 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068580949.1 	 NA	
PROT.1109.6095431.0001i_02486	PROT.1109.6095431.0001i_02486 312 NA 	 hypothetical protein 	 NA 	 NA 	 NA	
PROT.1109.6095431.0001i_02487	PROT.1109.6095431.0001i_02487 840 NA 	 IclR family transcriptional regulator 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068580946.1 	 NA	
PROT.1109.6095431.0001i_02488	PROT.1109.6095431.0001i_02488 1899 NA 	 sigma-54-dependent Fis family transcriptional regulator 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068580943.1 	 NA	
PROT.1109.6095431.0001i_02489	PROT.1109.6095431.0001i_02489 1719 NA 	 ABC transporter ATP-binding protein 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068580940.1 	 NA	
PROT.1109.6095431.0001i_02490	PROT.1109.6095431.0001i_02490 678 NA 	 peptidase S8 and S53 subtilisin kexin sedolisin 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068580937.1 	 NA	
PROT.1109.6095431.0001i_02491	PROT.1109.6095431.0001i_02491 1296 NA 	 tryptophan 7-halogenase 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068580934.1 	 NA	
PROT.1109.6095431.0001i_02492	PROT.1109.6095431.0001i_02492 1491 NA 	 aldehyde dehydrogenase family protein 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068580931.1 	 NA	
PROT.1109.6095431.0001i_02493	PROT.1109.6095431.0001i_02493 1581 peaA 	 quinohemoprotein amine dehydrogenase subunit alpha 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068580929.1 	 NA	
PROT.1109.6095431.0001i_02494	PROT.1109.6095431.0001i_02494 1431 peaB 	 quinohemoprotein amine dehydrogenase maturation protein 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068580926.1 	 NA	
PROT.1109.6095431.0001i_02495	PROT.1109.6095431.0001i_02495 324 qhpC 	 quinohemoprotein amine dehydrogenase subunit gamma 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_007933151.1 	 NA	
PROT.1109.6095431.0001i_02496	PROT.1109.6095431.0001i_02496 1119 peaD 	 quinohemoprotein amine dehydrogenase subunit beta 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068580924.1 	 NA	
PROT.1109.6095431.0001i_02497	PROT.1109.6095431.0001i_02497 1689 NA 	 AMP-binding protein 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068580921.1 	 NA	
PROT.1109.6095431.0001i_02498	PROT.1109.6095431.0001i_02498 1350 NA 	 PepSY domain-containing protein 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068580918.1 	 NA	
PROT.1109.6095431.0001i_02499	PROT.1109.6095431.0001i_02499 234 NA 	 hypothetical protein 	 NA 	 NA 	 NA	
PROT.1109.6095431.0001i_02500	PROT.1109.6095431.0001i_02500 507 NA 	 hypothetical protein 	 NA 	 NA 	 NA	
PROT.1109.6095431.0001i_02522	PROT.1109.6095431.0001i_02522 3132 NA 	 autotransporter domain-containing protein 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068580855.1 	 NA	
PROT.1109.6095431.0001i_02547	PROT.1109.6095431.0001i_02547 504 NA 	 LysR family transcriptional regulator 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068584064.1 	 NA	
PROT.1109.6095431.0001i_02548	PROT.1109.6095431.0001i_02548 456 NA 	 LysR family transcriptional regulator 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068586879.1 	 NA	
PROT.1109.6095431.0001i_02581	PROT.1109.6095431.0001i_02581 339 NA 	 hypothetical protein 	 NA 	 NA 	 NA	
PROT.1109.6095431.0001i_02617	PROT.1109.6095431.0001i_02617 216 NA 	 SOS response-associated peptidase family protein 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068577339.1 	 NA	
PROT.1109.6095431.0001i_02618	PROT.1109.6095431.0001i_02618 201 NA 	 hypothetical protein 	 NA 	 NA 	 NA	
PROT.1109.6095431.0001i_02619	PROT.1109.6095431.0001i_02619 204 NA 	 hypothetical protein 	 NA 	 NA 	 NA	
PROT.1109.6095431.0001i_02620	PROT.1109.6095431.0001i_02620 558 NA 	 hypothetical protein 	 NA 	 NA 	 NA	
PROT.1109.6095431.0001i_02621	PROT.1109.6095431.0001i_02621 342 NA 	 hypothetical protein 	 NA 	 NA 	 NA	
PROT.1109.6095431.0001i_02622	PROT.1109.6095431.0001i_02622 318 NA 	 transposase 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_083235722.1 	 NA	
PROT.1109.6095431.0001i_02623	PROT.1109.6095431.0001i_02623 426 NA 	 SRPBCC family protein 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068580702.1 	 NA	
PROT.1109.6095431.0001i_02624	PROT.1109.6095431.0001i_02624 429 NA 	 winged helix-turn-helix transcriptional regulator 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068580706.1 	 NA	
PROT.1109.6095431.0001i_02625	PROT.1109.6095431.0001i_02625 231 NA 	 IS5-like element ISPre2 family transposase 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_010466230.1 	 NA	
PROT.1109.6095431.0001i_02626	PROT.1109.6095431.0001i_02626 450 NA 	 IS5-like element ISPre2 family transposase 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_010466230.1 	 NA	
PROT.1109.6095431.0001i_02660	PROT.1109.6095431.0001i_02660 1029 NA 	 IS30-like element ISPsp8 family transposase 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_058182715.1 	 NA	
PROT.1109.6095431.0001i_02691	PROT.1109.6095431.0001i_02691 2094 NA 	 MFS transporter 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068588257.1 	 NA	
PROT.1109.6095431.0001i_02744	PROT.1109.6095431.0001i_02744 1200 NA 	 tyrosine-type recombinase/integrase 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_014603550.1 	 NA	
PROT.1109.6095431.0001i_02745	PROT.1109.6095431.0001i_02745 1065 NA 	 hypothetical protein 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_016487843.1 	 NA	
PROT.1109.6095431.0001i_02746	PROT.1109.6095431.0001i_02746 510 radC_3 	 DNA repair protein RadC 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_016487841.1 	 NA	
PROT.1109.6095431.0001i_02747	PROT.1109.6095431.0001i_02747 2304 NA 	 AAA family ATPase 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_022652190.1 	 NA	
PROT.1109.6095431.0001i_02748	PROT.1109.6095431.0001i_02748 828 NA 	 hypothetical protein 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_003092327.1 	 NA	
PROT.1109.6095431.0001i_02749	PROT.1109.6095431.0001i_02749 2070 NA 	 hypothetical protein 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_006379606.1 	 NA	
PROT.1109.6095431.0001i_02750	PROT.1109.6095431.0001i_02750 210 NA 	 hypothetical protein 	 NA 	 NA 	 NA	
PROT.1109.6095431.0001i_02751	PROT.1109.6095431.0001i_02751 654 NA 	 hypothetical protein 	 NA 	 NA 	 NA	
PROT.1109.6095431.0001i_02752	PROT.1109.6095431.0001i_02752 2967 NA 	 Tn3 family transposase 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_065990646.1 	 NA	
PROT.1109.6095431.0001i_02753	PROT.1109.6095431.0001i_02753 243 NA 	 recombinase family protein 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068588541.1 	 NA	
PROT.1109.6095431.0001i_02754	PROT.1109.6095431.0001i_02754 132 NA 	 hypothetical protein 	 NA 	 NA 	 NA	
PROT.1109.6095431.0001i_02755	PROT.1109.6095431.0001i_02755 1029 NA 	 IS30-like element ISShes10 family transposase 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_011711660.1 	 NA	
PROT.1109.6095431.0001i_02756	PROT.1109.6095431.0001i_02756 687 NA 	 site-specific integrase 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_141698161.1 	 NA	
PROT.1109.6095431.0001i_02757	PROT.1109.6095431.0001i_02757 1887 NA 	 hypothetical protein 	 NA 	 NA 	 NA	
PROT.1109.6095431.0001i_02758	PROT.1109.6095431.0001i_02758 351 NA 	 hypothetical protein 	 NA 	 NA 	 NA	
PROT.1109.6095431.0001i_02759	PROT.1109.6095431.0001i_02759 138 NA 	 hypothetical protein 	 NA 	 NA 	 NA	
PROT.1109.6095431.0001i_02760	PROT.1109.6095431.0001i_02760 102 NA 	 hypothetical protein 	 NA 	 NA 	 NA	
PROT.1109.6095431.0001i_02761	PROT.1109.6095431.0001i_02761 102 NA 	 hypothetical protein 	 NA 	 NA 	 NA	
PROT.1109.6095431.0001i_02762	PROT.1109.6095431.0001i_02762 93 NA 	 hypothetical protein 	 NA 	 NA 	 NA	
PROT.1109.6095431.0001i_02763	PROT.1109.6095431.0001i_02763 696 NA 	 hypothetical protein 	 NA 	 NA 	 NA	
PROT.1109.6095431.0001i_02764	PROT.1109.6095431.0001i_02764 987 NA 	 tyrosine-type recombinase/integrase 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068588516.1 	 NA	
PROT.1109.6095431.0001i_02765	PROT.1109.6095431.0001i_02765 396 NA 	 hypothetical protein 	 NA 	 NA 	 NA	
PROT.1109.6095431.0001i_02766	PROT.1109.6095431.0001i_02766 522 NA 	 NUDIX domain-containing protein 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068588522.1 	 NA	
PROT.1109.6095431.0001i_02767	PROT.1109.6095431.0001i_02767 852 NA 	 universal stress protein 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068588523.1 	 NA	
PROT.1109.6095431.0001i_02768	PROT.1109.6095431.0001i_02768 1488 NA 	 SulP family inorganic anion transporter 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068588525.1 	 NA	
PROT.1109.6095431.0001i_02769	PROT.1109.6095431.0001i_02769 963 NA 	 tyrosine-type recombinase/integrase 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068588529.1 	 NA	
PROT.1109.6095431.0001i_02770	PROT.1109.6095431.0001i_02770 630 NA 	 hypothetical protein 	 NA 	 NA 	 NA	
PROT.1109.6095431.0001i_02771	PROT.1109.6095431.0001i_02771 672 NA 	 RES family NAD+ phosphorylase 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_046036664.1 	 NA	
PROT.1109.6095431.0001i_02772	PROT.1109.6095431.0001i_02772 240 NA 	 hypothetical protein 	 NA 	 NA 	 NA	
PROT.1109.6095431.0001i_02773	PROT.1109.6095431.0001i_02773 651 NA 	 AAA family ATPase 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_046036898.1 	 NA	
PROT.1109.6095431.0001i_02774	PROT.1109.6095431.0001i_02774 930 NA 	 hypothetical protein 	 NA 	 NA 	 NA	
PROT.1109.6095431.0001i_02775	PROT.1109.6095431.0001i_02775 2967 NA 	 Tn3 family transposase 	 NA 	 similar to AA sequence:GCF_001705995.2_ASM170599v2_genomic.gbff:WP_068588538.1 	 NA	
